,id,budget,popularity,revenue,title,vote_average,vote_count,director_id,year,month,day
2982,46579,10000000,29,139352633,Saw IV,5.9,903,6056,2007,Oct,Thursday
2984,46581,6000000,5,57231524,Madea's Family Reunion,6.0,77,5554,2006,Feb,Friday
2985,46582,13800000,17,52293982,The Color of Money,6.7,291,4809,1986,Oct,Tuesday
2987,46584,10000000,8,50752337,The Mighty Ducks,6.4,198,5152,1992,Oct,Thursday
2989,46586,12000000,26,41205099,Happy Gilmore,6.5,755,4964,1996,Feb,Friday
2991,46588,10000000,25,40485039,Bill & Ted's Excellent Adventure,6.7,454,5152,1989,Feb,Friday
2993,46590,10000000,21,136836156,The Best Exotic Marigold Hotel,6.9,459,5157,2011,Nov,Monday
2995,46592,12305523,36,36230219,Mad Max Beyond Thunderdome,5.9,748,4845,1985,Jun,Saturday
3004,46601,10000000,14,30652890,Dogma,6.8,823,5369,1999,Nov,Friday
3006,46603,10000000,12,29450919,Twilight Zone: The Movie,6.2,161,4799,1983,Jun,Friday
3012,46609,10000000,13,33697647,The Outsiders,6.9,291,5179,1983,Mar,Friday
3014,46611,10000000,16,20766616,The Dead Zone,6.9,311,5229,1983,Oct,Friday
3022,46619,0,2,0,Roll Bounce,6.1,27,5338,2005,Sep,Friday
3023,46620,9000000,18,17096053,Rushmore,7.5,676,5228,1998,Sep,Thursday
3025,46622,10000000,17,85978266,The Second Best Exotic Marigold Hotel,6.3,272,5157,2015,Feb,Thursday
3028,46625,10000000,3,16153593,Mo' Better Blues,6.3,47,5195,1990,Aug,Friday
3047,46644,10000000,28,28883511,Big Eyes,6.8,1196,4785,2014,Dec,Wednesday
3048,46645,30000000,5,9898412,Very Bad Things,6.2,179,4782,1998,Sep,Friday
3050,46647,10000000,9,8801940,Body Double,6.4,137,4967,1984,Oct,Thursday
3052,46649,0,9,0,Dirty Pretty Things,6.8,131,5249,2002,Sep,Thursday
3056,46653,0,10,6861102,Cedar Rapids,5.9,135,5519,2011,Feb,Friday
3061,46658,10000000,15,0,The Straight Story,7.7,306,5265,1999,Oct,Friday
3074,46671,10000000,8,3193102,The Limey,6.6,105,4909,1999,May,Saturday
3080,46677,0,2,0,Bamboozled,6.3,24,5195,2000,Oct,Friday
3084,46681,10000000,4,1759252,A Better Life,7.0,54,4780,2011,Jun,Friday
3085,46682,0,6,0,Spider,6.4,168,5229,2002,Dec,Friday
3097,46694,10000000,4,598645,Swept Away,4.8,50,4888,2002,Oct,Friday
3130,46727,10000000,2,0,Adam Resurrected,6.4,22,5970,2008,Aug,Friday
3158,46755,11000000,94,104931801,Alien,7.9,4470,4779,1979,May,Friday
3165,46762,9000000,6,41590886,Set It Off,6.9,66,5033,1996,Nov,Wednesday
3166,46763,9000000,3,34573780,The Best Man,6.8,38,5338,1999,Oct,Friday
3168,46765,9000000,14,24538513,Sicko,7.3,235,5697,2007,May,Friday
3172,46769,9000000,7,0,The Contender,6.7,60,5140,2000,Oct,Friday
3174,46771,40600000,34,90400000,Trading Places,7.1,738,5217,1983,Jun,Tuesday
3177,46774,9000000,4,0,Henry V,7.4,71,4847,1989,Oct,Thursday
3192,46789,9000000,8,0,Two Evil Eyes,6.0,35,4991,1990,Jan,Thursday
3194,46791,9000000,2,0,All or Nothing,7.0,33,5709,2002,May,Friday
3210,46807,8500000,24,32222567,The Lost Boys,6.8,538,4892,1987,Jul,Friday
3216,46813,0,13,0,Election,6.7,270,5451,1999,Apr,Friday
3217,46814,12000000,3,20138836,The Namesake,6.8,50,5628,2006,Sep,Saturday
3230,46827,0,5,188126,Repo! The Genetic Opera,6.7,100,6056,2008,Jul,Friday
3232,46829,8000000,121,213928762,Pulp Fiction,8.3,8428,4927,1994,Oct,Saturday
3237,46834,8000000,21,69821334,Splash,6.1,321,4846,1984,Mar,Friday
3239,46836,8000000,51,52287414,Stand by Me,7.8,1522,5101,1986,Aug,Friday
3240,46837,5000000,45,82719885,28 Days Later,7.1,1777,5222,2002,Oct,Thursday
3250,46847,8000000,10,0,Much Ado About Nothing,7.2,189,4847,1993,May,Friday
3252,46849,14000000,14,18090181,New Nightmare,6.4,291,5307,1994,Oct,Thursday
3258,46855,8000000,9,16856124,The Good Girl,6.1,181,5519,2002,Jan,Saturday
3261,46858,0,1,0,The City of Your Final Destination,5.7,9,5826,2009,Mar,Saturday
3262,46859,0,14,25288872,Enough Said,6.6,348,6204,2013,Sep,Wednesday
3270,46867,0,5,25966555,Howards End,6.9,95,5826,1992,Mar,Friday
3272,46869,8000000,7,18124262,Another Year,7.0,97,5709,2010,Nov,Friday
3311,46908,6500000,29,24793509,Thank You for Smoking,7.1,664,5450,2005,Sep,Monday
3321,46918,0,1,0,Masked and Anonymous,5.2,13,5088,2003,Aug,Friday
3323,46920,7500000,8,0,Code 46,6.2,116,5549,2003,Sep,Tuesday
3329,46926,0,9,0,The Hole,5.6,244,5017,2009,Sep,Wednesday
3334,46931,7500000,19,231411584,Juno,7.0,2244,5450,2007,Dec,Wednesday
3341,46938,7000000,35,167221571,Magic Mike,6.1,1040,4909,2012,Jun,Thursday
3342,46939,0,11,0,Darkness Falls,4.9,161,4849,2003,Jan,Friday
3347,46944,7000000,17,54600000,"Good Night, and Good Luck.",6.8,273,5059,2005,Sep,Friday
3349,46946,7000000,25,25405445,Desperado,6.8,881,5097,1995,Aug,Friday
3356,46953,7000000,5,14702438,Flirting with Disaster,6.3,66,5123,1996,Mar,Friday
3362,46959,7000000,23,31430334,A Serious Man,6.6,483,5135,2009,Oct,Friday
3364,46961,7000000,9,0,Warlock,5.8,95,5362,1989,Jun,Thursday
3367,46964,7000000,14,8373585,The Last Temptation of Christ,7.0,201,4809,1988,Aug,Friday
3370,46967,0,2,0,Rabbit-Proof Fence,6.8,84,4880,2002,Feb,Monday
3378,46975,7000000,7,2062066,Auto Focus,6.1,56,5970,2002,Oct,Friday
3383,46980,7000000,2,1246141,Losin' It,4.5,31,5182,1983,Apr,Friday
3392,46989,3500000,5,0,Gerry,6.2,68,5283,2002,Jan,Saturday
3401,46998,7000000,5,0,Twixt,5.0,85,5179,2011,Sep,Saturday
3404,47001,0,14,41410568,Pale Rider,7.0,251,5087,1985,Jun,Friday
3406,47003,6900000,26,7993039,Dazed and Confused,7.4,583,5535,1993,Sep,Friday
3407,47004,0,21,7000000,High School Musical 2,6.1,843,5113,2007,Aug,Friday
3420,47017,6500000,17,57504069,Boyz n the Hood,7.4,364,5024,1991,Jul,Friday
3423,47020,6500000,11,31899000,Dressed to Kill,6.8,157,4967,1980,Jun,Wednesday
3425,47022,6500000,11,28451622,Go,7.0,196,4813,1999,Apr,Friday
3426,47023,6500000,11,13368437,Friends with Money,5.1,128,6204,2006,Sep,Thursday
3439,47036,6400000,74,78371200,The Terminator,7.3,4128,4762,1984,Oct,Friday
3443,47040,6000000,16,2122561,Mallrats,6.8,392,5369,1995,Oct,Friday
3445,47042,6000000,49,138530565,Platoon,7.5,1205,4839,1986,Dec,Thursday
3446,47043,6000000,16,119114517,Fahrenheit 9/11,6.8,397,5697,2004,Jun,Friday
3449,47046,6000000,12,0,Ordinary People,7.4,145,5111,1980,Sep,Friday
3451,47048,6000000,15,39846344,Caddyshack,6.6,365,5130,1980,Jul,Friday
3454,47051,6000000,64,23341568,The Usual Suspects,8.1,3254,4772,1995,Jul,Wednesday
3455,47052,8000000,12,22168359,A Nightmare on Elm Street 5: The Dream Child,5.5,245,5008,1989,Aug,Friday
3457,47054,6000000,40,44703995,The Wrestler,7.3,1000,4881,2008,Sep,Sunday
3460,47057,6000000,24,50244700,Escape from New York,6.9,703,5227,1981,May,Friday
3461,47058,0,3,0,School Daze,6.2,26,5195,1988,Feb,Friday
3465,47062,0,6,0,Mystic Pizza,5.9,123,5132,1988,Oct,Thursday
3470,47067,5000000,12,9206470,Bernie,6.5,320,5535,2012,Apr,Friday
3498,47095,134005,2,1332231,Snow Flower and the Secret Fan,5.3,22,5162,2011,Jul,Friday
3511,47108,5952000,18,2120439,Videodrome,7.1,454,5229,1983,Feb,Friday
3529,47126,0,10,0,Shine,7.3,131,5375,1996,Jan,Sunday
3538,47135,6500000,15,37295445,Do the Right Thing,7.6,292,5195,1989,Jun,Friday
3554,47151,5000000,48,0,Insidious: Chapter 2,6.5,1211,4794,2013,Sep,Thursday
3555,47152,4000000,42,152925093,Saw II,6.3,1251,6056,2005,Oct,Friday
3561,47158,5000000,17,44793222,A Nightmare on Elm Street 3: Dream Warriors,6.5,354,4926,1987,Feb,Friday
3570,47167,5000000,30,26010864,The Elephant Man,7.9,719,5265,1980,Oct,Thursday
3573,47170,9000000,60,39723096,Memento,8.1,4028,4765,2000,Oct,Wednesday
3575,47172,5000000,18,26888376,Clerks II,6.9,398,5369,2006,May,Thursday
3576,47173,5000000,20,110000000,Billy Elliot,7.4,750,5323,2000,May,Thursday
3584,47181,5000000,22,24804129,Race,7.1,478,5008,2016,Feb,Friday
3602,47199,0,5,0,Diner,6.9,83,5037,1982,Apr,Friday
3623,47220,5000000,4,5476060,Made,6.3,55,4808,2001,Jul,Friday
3627,47224,5000000,7,3263585,The Sweet Hereafter,6.8,103,5599,1997,May,Wednesday
3631,47228,5000000,8,3049135,Heavenly Creatures,7.0,294,4777,1994,Sep,Friday
3632,47229,5000000,3,4842699,90 Minutes in Heaven,5.4,40,5951,2015,Sep,Friday
3635,47232,5000000,35,8203235,The Machinist,7.3,1247,5894,2004,Feb,Monday
3636,47233,5000000,6,0,Light Sleeper,5.7,15,5970,1992,Aug,Friday
3643,47240,7000000,11,560069,Bottle Rocket,6.8,281,5228,1996,Feb,Wednesday
3653,47250,5000000,38,98450062,The Visit,6.0,1360,4854,2015,Sep,Thursday
3654,47251,5000000,3,782102,Redacted,6.2,37,4967,2007,Jan,Monday
3659,47256,0,7,0,Dead Like Me: Life After Death,5.8,65,5152,2009,Feb,Tuesday
3665,47263,15000000,10,0,Dying of the Light,4.5,118,5970,2014,Dec,Thursday
3667,47265,5000000,11,0,Capricorn One,6.4,131,4935,1977,Dec,Saturday
3669,47268,5000000,8,0,Yoga Hosers,4.7,102,5369,2016,Jul,Friday
3676,47275,0,3,0,A Cock and Bull Story,6.2,43,5549,2005,Jul,Sunday
3694,47293,6000000,29,254700832,Four Weddings and a Funeral,6.6,632,4797,1994,Mar,Wednesday
3697,47296,15000000,30,13060843,25th Hour,7.2,629,5195,2002,Dec,Monday
3698,47297,4500000,15,7011317,Bound,6.9,198,4805,1996,Sep,Friday
3699,47298,4500000,11,7390108,Requiem for a Dream,7.9,2443,4881,2000,Oct,Friday
3702,47301,4500000,3,0,Salvador,7.0,71,4839,1986,Apr,Wednesday
3728,47328,4200000,16,0,High School Musical,6.1,1000,5113,2006,Jan,Friday
3731,47331,3705538,8,62548947,The Crying Game,6.9,176,5193,1992,Sep,Wednesday
3733,47333,4000000,10,0,Survival of the Dead,4.6,116,4991,2010,May,Thursday
3736,47336,4000000,35,38251425,Annie Hall,7.8,1010,5457,1977,Apr,Tuesday
3738,47338,4000000,14,44909486,Monster's Ball,6.5,250,4773,2001,Nov,Sunday
3743,47343,4000000,24,52425855,The Boy Next Door,4.1,1022,4810,2015,Jan,Friday
3746,47346,4000000,29,13008928,They Live,7.1,550,5227,1988,Nov,Wednesday
3750,47350,4000000,43,44349000,Boyhood,7.5,1971,5535,2014,Jun,Thursday
3751,47351,4000000,17,31584901,Scoop,6.4,420,5457,2006,Jul,Thursday
3766,47366,4000000,4,3468572,Talk Radio,6.7,46,4839,1988,Dec,Wednesday
3771,47371,4000000,12,1104682,Red State,5.9,316,5369,2011,Aug,Friday
3780,47380,4000000,22,2365467,Joe,6.5,338,5231,2014,Apr,Friday
3782,47382,1300000,7,354704,Prison,6.7,27,4958,1988,Mar,Friday
3787,47387,0,0,0,An Everlasting Piece,6.0,1,5037,2000,Dec,Friday
3809,47409,3800000,17,23689877,Network,7.7,381,5615,1976,Nov,Monday
3824,47424,3500000,25,28215918,Friday,7.0,503,5033,1995,Apr,Wednesday
3835,47435,10000000,5,6451628,Gods and Monsters,6.8,81,4872,1998,Jan,Wednesday
3838,47438,3600000,35,5923044,Evil Dead II,7.6,742,4767,1987,Mar,Friday
3853,47453,3500000,4,0,In the Name of the King III,3.3,19,5148,2013,Dec,Friday
3880,47480,2700000,17,141000000,Animal House,7.0,418,5217,1978,Jul,Thursday
3884,47484,4000000,63,16491080,Trainspotting,7.8,2655,5222,1996,Feb,Friday
3885,47485,0,1,0,The Original Kings of Comedy,6.3,15,5195,2000,Aug,Friday
3887,47487,0,5,0,Waking Ned,7.4,54,5367,1998,Sep,Tuesday
3888,47488,4000000,11,35564473,Bowling for Columbine,7.3,453,5697,2002,Oct,Wednesday
3889,47489,0,6,0,Coming Home,6.9,49,4945,2014,May,Friday
3891,47491,3000000,7,20966644,A Room with a View,6.9,156,5826,1985,Dec,Friday
3915,47515,3000000,23,11176469,Before Midnight,7.4,568,5535,2013,Apr,Friday
3923,47523,3000000,3,4109095,Kama Sutra - A Tale of Love,5.7,35,5628,1996,Sep,Wednesday
3924,47524,3000000,5,0,Please Give,6.0,57,6204,2010,Jan,Friday
3936,47536,2800000,15,1826705,Tusk,5.1,366,5369,2014,Sep,Friday
3974,47575,3000000,3,0,Amnesiac,4.1,52,5951,2015,Aug,Friday
3984,47585,2000000,15,5364858,Diary of the Dead,5.4,190,4991,2007,Sep,Saturday
3996,47597,0,11,0,Maurice,7.1,61,5826,1987,Sep,Friday
4011,47612,2500000,10,0,My Own Private Idaho,7.1,212,5283,1991,Oct,Thursday
4013,47614,2500000,23,5535405,Before Sunrise,7.7,959,5535,1995,Jan,Friday
4021,47622,0,9,0,Religulous,7.2,197,5088,2008,Oct,Wednesday
4033,47634,2400000,4,5731103,Get on the Bus,7.0,11,5195,1996,Oct,Wednesday
4048,47649,4000000,14,36690067,Friday the 13th Part III,5.7,254,5362,1982,Aug,Friday
4072,47674,2000000,37,24600832,Mad Max 2: The Road Warrior,7.3,957,4845,1981,Dec,Thursday
4083,47685,2700000,14,15992615,Before Sunset,7.6,718,5535,2004,Feb,Tuesday
4084,47686,2000000,23,20908467,Amores perros,7.6,521,4874,2000,Jun,Friday
4085,47687,2000000,20,4601043,Thirteen,6.7,339,5293,2003,Aug,Wednesday
4094,47696,2000000,12,5967038,Harsh Times,6.3,197,4811,2005,Sep,Sunday
4096,47698,2000000,1,2506446,Full Frontal,4.8,26,4909,2002,Aug,Friday
4108,47711,2000000,5,390659,Subway,6.3,86,4949,1985,Apr,Wednesday
4115,47719,13500000,5,187674,Stonewall,5.2,32,4803,2015,Sep,Friday
4118,47723,0,5,0,The Last Five Years,5.5,143,5235,2014,Nov,Monday
4125,47730,0,5,0,Plush,5.4,40,5293,2013,Sep,Friday
4146,47751,0,1,0,Slacker Uprising,5.9,10,5697,2007,Sep,Thursday
4152,47757,0,1,0,Northfork,6.7,24,5951,2003,Jan,Wednesday
4181,47786,1530000,27,7267585,Run Lola Run,7.2,664,4936,1998,Aug,Thursday
4214,47819,0,5,0,Exotica,6.5,64,5599,1994,Sep,Saturday
4216,47821,1500000,58,97009150,Insidious,6.8,1737,4794,2010,Sep,Monday
4224,47829,0,4,414404,Snow Angels,6.5,48,5231,2008,Mar,Friday
4226,47831,1500000,11,373967,Session 9,6.2,251,5894,2001,Aug,Friday
4259,47865,1350000,16,3897569,"Lock, Stock and Two Smoking Barrels",7.5,1648,4888,1998,Mar,Thursday
4273,47879,1250000,16,21722776,Friday the 13th Part 2,6.0,315,5362,1981,May,Friday
4280,47886,0,4,0,Da Sweet Blood of Jesus,4.1,13,5195,2014,Jun,Sunday
4281,47887,1200000,10,0,"Sex, Lies, and Videotape",6.7,185,4909,1989,Aug,Friday
4282,47888,1200000,63,103911669,Saw,7.2,2184,4794,2004,Oct,Friday
4286,47892,0,8,0,Monsoon Wedding,6.8,57,5628,2001,Aug,Thursday
4291,47897,1200000,66,14661007,Reservoir Dogs,8.0,3697,4927,1992,Sep,Wednesday
4325,47934,1300000,58,28262574,Taxi Driver,8.0,2535,4809,1976,Feb,Saturday
4326,47935,1000000,6,17985893,The Howling,6.4,161,5017,1981,Apr,Friday
4340,47949,0,2,0,Shine a Light,7.2,44,4809,2008,Feb,Thursday
4346,47955,0,1,0,Next Stop Wonderland,6.0,20,5894,1998,Aug,Friday
4353,47962,0,0,0,Walking and Talking,6.6,7,6204,1996,Jul,Wednesday
4361,47970,0,3,0,All the Real Girls,5.9,30,5231,2003,Aug,Friday
4444,48057,0,2,0,Deterrence,6.1,7,5140,2000,Mar,Friday
4455,48068,0,5,0,Kevin Hart: Laugh at My Pain,7.7,43,4894,2011,Sep,Friday
4482,48095,600000,10,0,The Kentucky Fried Movie,6.4,66,5217,1977,Aug,Wednesday
4510,48124,0,0,0,Twin Falls Idaho,7.0,11,5951,1999,Jul,Friday
4521,48135,0,0,0,Finishing The Game,4.9,8,4802,2007,Jan,Sunday
4531,48145,500000,0,0,Everything Put Together,5.0,2,4773,2001,Nov,Friday
4532,48146,0,10,316472,Good Kill,5.9,208,5226,2015,Apr,Thursday
4540,48155,0,0,0,Alleluia! The Devil's Carnival,6.0,2,6056,2016,Mar,Tuesday
4546,48162,0,7,773228,Bloody Sunday,7.2,53,4876,2002,Jan,Wednesday
4566,48185,860000,3,2451545,My Beautiful Laundrette,6.6,51,5249,1985,Sep,Saturday
4572,48192,350000,35,29400000,The Evil Dead,7.3,894,4767,1981,Oct,Thursday
4584,48204,312000,1,1281176,Tumbleweeds,6.2,11,5489,1999,Nov,Sunday
4608,48228,250000,20,12021272,Chasing Amy,6.7,433,5369,1997,Apr,Friday
4609,48229,250000,1,4186931,Lovely & Amazing,6.3,23,6204,2001,Aug,Friday
4610,48231,0,3,0,Better Luck Tomorrow,6.5,27,4802,2002,Jan,Saturday
4612,48233,0,0,0,Chuck & Buck,5.7,16,5519,2000,Jan,Friday
4621,48244,250000,6,56825,The Canyons,4.1,75,5970,2013,Jul,Monday
4642,48267,400000,33,100000000,Mad Max,6.6,1213,4845,1979,Apr,Thursday
4643,48268,200000,13,4505922,Swingers,6.8,253,4813,1996,Oct,Friday
4648,48274,0,5,2611555,Three,6.3,31,4936,2010,Dec,Thursday
4668,48294,0,6,0,She's Gotta Have It,6.1,25,5195,1986,Aug,Friday
4674,48300,150000,8,2891288,Tadpole,5.5,19,4995,2002,Nov,Friday
4684,48310,160000,3,6706368,Roger & Me,7.4,90,5697,1989,Sep,Friday
4694,48321,10000,20,7000000,Eraserhead,7.5,485,5265,1977,Mar,Saturday
4696,48323,0,5,0,The Mighty,7.1,51,4921,1998,Oct,Friday
4708,48335,60000,27,3221152,Pi,7.1,586,4881,1998,Jul,Friday
4732,48359,0,2,0,George Washington,6.4,36,5231,2000,Oct,Sunday
4736,48363,0,3,321952,The Last Waltz,7.9,64,4809,1978,May,Monday
4743,48370,27000,19,3151130,Clerks,7.4,755,5369,1994,Sep,Tuesday
4748,48375,0,7,0,Rampage,6.0,131,5148,2009,Aug,Friday
4749,48376,0,3,0,Slacker,6.4,77,5535,1990,Jul,Friday
4768,48395,220000,14,2040920,El Mariachi,6.6,238,5097,1992,Sep,Friday
